"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201711201000","강북구","0.041","0.011","0.6","0.005","40","21"
"201711200900","강북구","0.036","0.011","0.6","0.005","27","12"
"201711200800","강북구","0.026","0.013","0.7","0.003","26","15"
"201711200700","강북구","0.032","0.01","0.6","0.004","27","15"
"201711200600","강북구","0.01","0.032","0.4","0.004","21","11"
"201711200500","강북구","0.009","0.032","0.4","0.004","26","11"
"201711200400","강북구","0.009","0.033","0.4","0.004","23","11"
"201711200300","강북구","0.008","0.035","0.4","0.004","23","12"
"201711200200","강북구","0.009","0.035","0.4","0.003","23","13"
"201711200100","강북구","0.01","0.036","0.4","0.004","27","12"
"201711200000","강북구","0.012","0.034","0.4","0.004","27","12"
"201711192300","강북구","0.012","0.034","0.4","0.004","30","10"
"201711192200","강북구","0.018","0.028","0.4","0.004","27","12"
"201711192100","강북구","0.032","0.014","0.7","0.003","31","14"
"201711192000","강북구","0.029","0.019","0.5","0.003","26","10"
"201711191900","강북구","0.023","0.024","0.5","0.004","27","10"
"201711191800","강북구","0.01","0.037","0.3","0.003","25","7"
"201711191700","강북구","0.007","0.041","0.3","0.003","25","9"
"201711191600","강북구","0.009","0.039","0.3","0.003","24","7"
"201711191500","강북구","0.006","0.041","0.3","0.004","16","4"
"201711191400","강북구","0.005","0.041","0.3","0.004","20","6"
"201711191300","강북구","0.01","0.036","0.3","0.004","21","9"
"201711191200","강북구","0.008","0.034","0.3","0.004","22","10"
"201711191100","강북구","0.016","0.027","0.4","0.004","27","12"
"201711191000","강북구","0.034","0.012","0.6","0.004","25","10"
"201711190900","강북구","0.033","0.008","0.6","0.003","14","4"
"201711190800","강북구","0.023","0.011","0.6","0.003","13","6"
"201711190700","강북구","0.013","0.02","0.4","0.002","15","8"
"201711190600","강북구","0.012","0.021","0.4","0.002","16","7"
"201711190500","강북구","0.009","0.026","0.3","0.003","15","8"
"201711190400","강북구","0.008","0.027","0.4","0.003","18","7"
"201711190300","강북구","0.007","0.028","0.3","0.003","18","7"
"201711190200","강북구","0.006","0.03","0.3","0.003","20","7"
"201711190100","강북구","0.007","0.03","0.3","0.003","20","7"
"201711190000","강북구","0.008","0.03","0.3","0.002","19","8"
"201711182300","강북구","0.009","0.029","0.3","0.003","19","7"
"201711182200","강북구","0.006","0.032","0.3","0.003","19","6"
"201711182100","강북구","0.006","0.033","0.3","0.003","17","6"
"201711182000","강북구","0.006","0.035","0.3","0.003","17","4"
"201711181900","강북구","0.007","0.034","0.3","0.003","20","3"
"201711181800","강북구","0.009","0.034","0.3","0.003","28","6"
"201711181700","강북구","0.009","0.035","0.3","0.003","35","10"
"201711181600","강북구","0.006","0.037","0.3","0.004","38","7"
"201711181500","강북구","0.007","0.035","0.3","0.003","37","6"
"201711181400","강북구","0.005","0.036","0.3","0.003","36","6"
"201711181300","강북구","0.005","0.035","0.3","0.003","37","10"
"201711181200","강북구","0.007","0.033","0.3","0.003","37","12"
"201711181100","강북구","0.006","0.032","0.3","0.003","38","15"
"201711181000","강북구","0.006","0.032","0.3","0.003","32","16"
"201711180900","강북구","0.007","0.033","0.3","0.003","31","16"
"201711180800","강북구","0.007","0.033","0.3","0.003","32","21"
"201711180700","강북구","0.006","0.035","0.3","0.003","42","31"
"201711180600","강북구","0.008","0.035","0.4","0.003","60","41"
"201711180500","강북구","0.008","0.033","0.4","0.003","85","58"
"201711180400","강북구","0.009","0.029","0.6","0.004","90","62"
"201711180300","강북구","0.01","0.03","0.6","0.004","77","52"
"201711180200","강북구","0.009","0.031","0.5","0.004","53","33"
"201711180100","강북구","0.009","0.031","0.5","0.004","45","26"
"201711180000","강북구","0.012","0.03","0.4","0.004","44","26"
"201711172300","강북구","0.04","0.008","0.5","0.005","58","36"
"201711242300","강서구","0.044","0.004","0.5","0.004","16","10"
"201711242200","강서구","0.04","0.006","0.5","0.004","21","11"
"201711242100","강서구","0.037","0.009","0.5","0.004","21","14"
"201711242000","강서구","0.039","0.007","0.6","0.005","21","15"
"201711241900","강서구","0.038","0.007","0.4","0.006","19","13"
"201711241800","강서구","0.024","0.019","0.4","0.004","23","14"
"201711241700","강서구","","","","","20","14"
"201711241600","강서구","","","","","16","10"
"201711241500","강서구","0.012","0.033","0.5","0.004","16","10"
"201711241400","강서구","0.012","0.032","0.6","0.005","18","8"
"201711241300","강서구","0.018","0.025","0.6","0.005","7","3"
"201711241200","강서구","0.021","0.021","0.6","0.005","27","16"
"201711241100","강서구","0.04","0.009","0.9","0.003","37","26"
"201711241000","강서구","0.056","0.005","1.1","0.005","21","18"
"201711240900","강서구","0.05","0.004","1","0.004","14","12"
"201711240800","강서구","0.044","0.003","0.8","0.004","15","10"
"201711240700","강서구","0.043","0.004","0.7","0.004","11","9"
"201711240600","강서구","0.038","0.009","0.7","0.005","7","9"
"201711240500","강서구","0.029","0.012","0.6","0.003","17","16"
"201711240400","강서구","0.022","0.015","0.6","0.003","18","11"
"201711240300","강서구","0.019","0.018","0.6","0.005","17","13"
"201711240200","강서구","0.029","0.012","0.6","0.005","","14"
"201711240100","강서구","0.031","0.013","0.6","0.004","15","5"
"201711240000","강서구","0.027","0.016","0.6","0.004","19","9"
"201711232300","강서구","0.027","0.018","0.6","0.004","18","9"
"201711232200","강서구","0.043","0.008","0.7","0.005","29","8"
"201711232100","강서구","0.055","0.003","0.8","0.006","29","11"
"201711232000","강서구","0.05","0.003","0.7","0.006","27","15"
"201711231900","강서구","0.045","0.006","0.7","0.005","24","4"
"201711231800","강서구","0.029","0.019","0.6","0.005","20","14"
"201711231700","강서구","0.017","0.029","0.5","0.004","21","13"
"201711231600","강서구","0.013","0.033","0.5","0.004","25","8"
"201711231500","강서구","0.012","0.032","0.5","0.005","10","7"
"201711231400","강서구","0.011","0.033","0.5","0.004","17","3"
"201711231300","강서구","0.012","0.032","0.5","0.003","15","6"
"201711231200","강서구","0.014","0.03","0.6","0.005","26","15"
"201711231100","강서구","0.044","0.012","0.8","0.006","30","16"
"201711231000","강서구","0.055","0.005","1","0.007","42","16"
"201711230900","강서구","0.057","0.004","1.1","0.006","32","19"
"201711230800","강서구","0.06","0.003","1.2","0.005","29","13"
"201711230700","강서구","0.054","0.003","0.9","0.005","23","17"
"201711230600","강서구","0.046","0.005","1","0.005","24","11"
"201711230500","강서구","0.024","0.019","0.7","0.004","22","12"
"201711230400","강서구","0.022","0.022","0.6","0.006","23","11"
"201711230300","강서구","0.022","0.022","0.6","0.004","20","14"
"201711230200","강서구","0.032","0.015","0.7","0.005","27","17"
"201711230100","강서구","0.036","0.012","0.7","0.005","22","15"
"201711230000","강서구","0.045","0.006","0.7","0.005","21","10"
"201711222300","강서구","0.035","0.013","0.7","0.005","27","6"
"201711222200","강서구","0.033","0.015","0.7","0.005","25","8"
"201711222100","강서구","0.023","0.022","0.6","0.006","20","10"
"201711222000","강서구","0.027","0.02","0.6","0.004","37","7"
"201711221900","강서구","0.046","0.009","0.7","0.006","81","13"
"201711221800","강서구","0.03","0.021","0.6","0.005","144","20"
"201711221700","강서구","0.019","0.033","0.7","0.004","125","37"
"201711221600","강서구","0.02","0.038","1","0.005","97","48"
"201711221500","강서구","0.022","0.041","1","0.006","90","53"
"201711221400","강서구","0.033","0.032","1","0.006","88","53"
"201711221300","강서구","0.052","0.016","0.9","0.006","57","30"
"201711221200","강서구","0.052","0.01","0.9","0.006","41","26"
"201711221100","강서구","0.057","0.007","1","0.006","35","19"
"201711221000","강서구","0.064","0.004","1.2","0.005","33","25"
"201711220900","강서구","0.071","0.003","1.4","0.005","33","21"
"201711220800","강서구","0.069","0.003","1.4","0.005","34","26"
"201711220700","강서구","0.065","0.003","1.1","0.005","30","23"
"201711220600","강서구","0.061","0.003","1","0.006","34","29"
"201711220500","강서구","0.062","0.003","1.1","0.006","37","28"
"201711220400","강서구","0.064","0.003","1.2","0.005","43","35"
"201711220300","강서구","0.066","0.003","1.2","0.005","57","41"
"201711220200","강서구","0.07","0.003","1.3","0.005","59","45"
"201711220100","강서구","0.079","0.003","1.5","0.006","44","35"
"201711220000","강서구","0.087","0.003","1.6","0.006","52","47"
"201711212300","강서구","0.09","0.003","1.8","0.007","65","33"
"201711212200","강서구","0.092","0.003","1.7","0.006","58","25"
"201711212100","강서구","0.086","0.003","1.8","0.006","44","28"
"201711212000","강서구","0.074","0.003","1.4","0.008","45","25"
"201711211900","강서구","0.073","0.003","1.3","0.006","45","25"
"201711211800","강서구","0.074","0.004","1.2","0.004","46","29"
"201711211700","강서구","0.062","0.008","0.9","0.005","40","23"
"201711211600","강서구","0.053","0.013","0.8","0.005","41","26"
"201711211500","강서구","0.055","0.012","0.9","0.007","47","28"
"201711211400","강서구","0.048","0.017","0.9","0.005","33","17"
"201711211300","강서구","0.044","0.017","1","0.004","",""
"201711211200","강서구","0.05","0.012","1","0.006","46","23"
"201711211100","강서구","0.055","0.008","1.2","0.006","48","26"
"201711211000","강서구","0.055","0.007","1.3","0.005","38","25"
"201711210900","강서구","0.063","0.004","1.5","0.006","43","29"
"201711210800","강서구","0.064","0.003","1.5","0.006","43","26"
"201711210700","강서구","0.053","0.002","1.3","0.004","33","26"
"201711210600","강서구","0.045","0.002","1.2","0.004","40","29"
"201711210500","강서구","0.046","0.002","1.2","0.004","45","36"
"201711210400","강서구","0.05","0.002","1.2","0.004","48","33"
"201711210300","강서구","0.049","0.002","1.1","0.005","50","36"
"201711210200","강서구","0.051","0.002","1","0.005","45","35"
"201711210100","강서구","0.05","0.003","0.9","0.005","35","19"
"201711210000","강서구","0.054","0.002","1","0.005","35","25"
"201711202300","강서구","0.059","0.003","1.1","0.006","49","29"
"201711202200","강서구","0.058","0.002","1.2","0.006","46","32"
"201711202100","강서구","0.061","0.003","1.2","0.004","56","25"
"201711202000","강서구","0.06","0.003","1.1","0.004","55","29"
"201711201900","강서구","0.058","0.002","1","0.006","55","32"
"201711201800","강서구","0.06","0.002","1","0.004","58","30"
"201711201700","강서구","0.057","0.005","0.9","0.007","45","21"
"201711201600","강서구","0.053","0.007","0.8","0.005","46","20"
"201711201500","강서구","0.052","0.009","0.8","0.006","36","22"
"201711201400","강서구","0.051","0.009","0.8","0.006","30","17"
"201711201300","강서구","0.046","0.011","0.7","0.005","30","19"
"201711201200","강서구","0.048","0.012","0.8","0.005","30","15"
"201711201100","강서구","0.051","0.01","1","0.005","33","18"
"201711201000","강서구","0.052","0.009","1","0.005","22","9"
"201711200900","강서구","0.045","0.01","0.8","0.005","21","11"
"201711200800","강서구","0.045","0.006","0.8","0.005","32","23"
"201711200700","강서구","0.038","0.011","0.8","0.005","27","19"
"201711200600","강서구","0.031","0.016","0.9","0.005","30","21"
"201711200500","강서구","0.025","0.021","0.7","0.006","31","22"
"201711200400","강서구","0.025","0.02","0.7","0.005","31","20"
"201711200300","강서구","0.02","0.024","0.7","0.006","29","22"
"201711200200","강서구","0.023","0.024","0.7","0.004","26","20"
"201711200100","강서구","0.018","0.028","0.6","0.005","25","23"
"201711200000","강서구","0.018","0.028","0.6","0.004","29","15"
"201711192300","강서구","0.022","0.026","0.7","0.004","33","20"
"201711192200","강서구","0.033","0.019","0.7","0.005","30","11"
"201711192100","강서구","0.058","0.004","0.8","0.006","27","12"
"201711192000","강서구","0.044","0.012","0.7","0.005","14","14"
"201711191900","강서구","0.03","0.022","0.7","0.004","27","13"
"201711191800","강서구","0.024","0.027","0.6","0.005","28","19"
"201711191700","강서구","0.016","0.036","0.6","0.004","23","13"
"201711191600","강서구","0.01","0.04","0.5","0.004","22","9"
"201711191500","강서구","0.011","0.041","0.5","0.004","19","9"
"201711191400","강서구","0.011","0.039","0.6","0.004","15","7"
"201711191300","강서구","0.01","0.038","0.5","0.003","23","9"
"201711191200","강서구","0.012","0.035","0.5","0.005","21","9"
"201711191100","강서구","0.02","0.027","0.6","0.005","17","7"
"201711191000","강서구","0.024","0.021","0.6","0.004","23","9"
"201711190900","강서구","0.032","0.012","0.9","0.004","28","15"
"201711190800","강서구","0.038","0.007","0.8","0.004","24","14"
"201711190700","강서구","0.026","0.013","0.7","0.005","21","14"
"201711190600","강서구","0.023","0.017","0.6","0.005","17","9"
"201711190500","강서구","0.014","0.024","0.6","0.003","20","13"
"201711190400","강서구","0.013","0.026","0.6","0.005","22","13"
"201711190300","강서구","0.011","0.027","0.6","0.004","18","11"
"201711190200","강서구","0.01","0.029","0.5","0.005","21","10"
"201711190100","강서구","0.016","0.026","0.6","0.004","31","9"
"201711190000","강서구","0.025","0.019","0.6","0.005","24","13"
"201711182300","강서구","0.021","0.021","0.6","0.004","23","8"
"201711182200","강서구","0.018","0.026","0.6","0.003","24","14"
"201711182100","강서구","0.017","0.026","0.6","0.004","23","10"
"201711182000","강서구","0.021","0.024","0.6","0.004","21","10"
"201711181900","강서구","0.024","0.023","0.6","0.004","26","14"
"201711181800","강서구","0.022","0.026","0.6","0.005","26","13"
"201711181700","강서구","0.013","0.036","0.5","0.004","27","12"
"201711181600","강서구","0.01","0.038","0.5","0.004","30","11"
"201711181500","강서구","0.01","0.038","0.5","0.004","41","11"
"201711181400","강서구","0.01","0.035","0.5","0.004","36","5"
"201711181300","강서구","0.009","0.034","0.5","0.003","41","12"
"201711181200","강서구","0.012","0.032","0.5","0.005","38","13"
"201711181100","강서구","0.011","0.031","0.5","0.004","42","8"
"201711181000","강서구","0.012","0.028","0.5","0.004","32","8"
"201711180900","강서구","0.016","0.025","0.6","0.004","27","11"
"201711180800","강서구","0.022","0.023","0.6","0.005","34","21"
"201711180700","강서구","0.015","0.03","0.6","0.004","28","21"
"201711180600","강서구","0.013","0.033","0.6","0.004","39","29"
"201711180500","강서구","0.012","0.034","0.6","0.004","53","46"
"201711180400","강서구","0.012","0.031","0.7","0.004","73","66"
"201711180300","강서구","0.014","0.027","0.9","0.005","","76"
"201711180200","강서구","0.015","0.027","0.9","0.003","69","55"
"201711180100","강서구","0.016","0.026","0.9","0.005","52","37"
"201711180000","강서구","0.019","0.023","0.8","0.004","43","21"
"201711172300","강서구","0.021","0.021","0.8","0.005","40","20"
